Tipologia;Id;Brand;Modello;Allestimento;Segmentazione;Segmentazione descrizione;Prezzo;Anticipo 1;Durata 1;Km 1;Canone 1;Anticipo 2;Durata 2;Km 2;Canone 2;Anticipo 3;Durata 3;Km 3;Canone 3;Anticipo 4;Durata 4;Km 4;Canone 4;Anticipo 5;Durata 5;Km 5;Canone 5;Anticipo 6;Durata 6;Km 6;Canone 6;Anticipo 7;Durata 7;Km 7;Canone 7;Anticipo 8;Durata 8;Km 8;Canone 8;Optional;Alimentazione;Cilindrata Effettiva;Cilindrata;Pacchetto (Tipo Eletta, Sport);Model Year;Peso;Portata;Tipo Veicolo;Emissioni C02;Trazione;Consumo Combinato;Porte;Posti;Cambio;Potenza Massima KW;Potenza Massima CV;Cavalli Fiscali;Corpo Veicolo;Codice Ruote Anteriori;Codice Ruote Posteriori;Stock;Usato;Da Ordine;Pronta Consegna;Delivery;Data di Registrazione;Kilometraggio;Link al player;Immagine Copertina
Auto;40270184;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 125CV Titanium Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;19283;zero;48;40000;330;zero;48;120000;380;zero;60;50000;310;zero;60;150000;360;2890;48;40000;270;2890;48;120000;320;2890;60;50000;260;2890;60;150000;310;Ruotino Di Scorta, Vernice Metallizzata Agate Black;Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 125CV Titanium;2021;1280 Kg;480 Kg;Manufacturer Vehicle;96 G/Km;Front;5.6 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;215/55 C17 94H;215/55 C17 94H;no;si;no;-;-;10/02/2022;68643;https://auto.nextlane.com/public/player/98a31d4ea1428275e2c6e5c7bde68604a3135d080d88773e39e8afc2d925f661e393c5290518c58a57445ee21d1f6e9666e5de7b3f5cd9e403a6a54f532e7d35;https://s3.stampyt.io/prod/customer/media/59810f99-c492-465c-9834-11ecdcdbf5cc/936081bc-b242-4bd5-9c31-5566a6eecd1b.jpg
Auto;40241179;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 125CV Titanium Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;18873;zero;48;40000;310;zero;48;120000;360;zero;60;50000;300;zero;60;150000;340;2830;48;40000;250;2830;48;120000;300;2830;60;50000;250;2830;60;150000;300;Privacy Glass, Vernice Metallizzata Desert Island Blue;Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 125CV Titanium;2020;1280 Kg;480 Kg;Manufacturer Vehicle;96 G/Km;Front;5.5 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;215/55 C17 94H;215/55 C17 94H;no;si;no;-;-;12/11/2020;53418;https://auto.nextlane.com/public/player/87f9e8d34ec71ce69bde59fdab4764a72ec7bbf55b7aeef682e7134900843e1f4c87444d8058d12614859b208b1276e7d0e2494ff39cac356f8137f2a6e61499;https://s3.stampyt.io/prod/customer/media/dd6339fa-e7a2-4197-bc05-877ae1d34fd6/56d479de-5727-4f93-b423-24c891633e27.jpg
Auto;40247370;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 125CV Titanium Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;19078;zero;48;40000;330;zero;48;120000;380;zero;60;50000;310;zero;60;150000;350;2860;48;40000;270;2860;48;120000;320;2860;60;50000;260;2860;60;150000;310;Privacy Glass, Vernice Metallizzata Solar Silver;Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 125CV Titanium;2021;1280 Kg;480 Kg;Manufacturer Vehicle;96 G/Km;Front;5.6 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;215/55 C17 94H;215/55 C17 94H;no;si;no;-;-;15/01/2021;60805;https://auto.nextlane.com/public/player/6e1b84a8e1c71a90fb39ff19e42aec97156dbed3ebeb04266b1b1907e7224de809e8024cb2eb45ae29f31f2662737f300b6f69261c813f787ffd97165037b65a;https://s3.stampyt.io/prod/customer/media/3f6d7469-637a-47b0-8078-1ae6c34b0e0a/6e7885cc-2456-4a3e-99a9-60823cf29798.jpg
Auto;40257179;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 125CV Titanium Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;19078;zero;48;40000;310;zero;48;120000;360;zero;60;50000;300;zero;60;150000;340;2860;48;40000;250;2860;48;120000;310;2860;60;50000;250;2860;60;150000;300;Privacy Glass, Vernice Metallizzata Magnetic Grey;Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 125CV Titanium;2021;1280 Kg;480 Kg;Manufacturer Vehicle;96 G/Km;Front;5.6 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;215/55 C17 94H;215/55 C17 94H;no;si;no;-;-;31/03/2021;73075;https://auto.nextlane.com/public/player/bbfb485ccee8af717813102588b1361b47f4753b88799f4591a28ba60d84c9aa9018ad35c8fe5bf47dc1e8a20e5a7417dc099409d6a851a9a73e24677586b12c;https://s3.stampyt.io/prod/customer/media/f8ee5cb4-03f3-49e4-a5d9-25874384718e/1a46d16a-dc41-440f-b902-cd1190e1f0f1.jpg
Auto;40246803;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 125CV Titanium X Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;20717;zero;48;40000;330;zero;48;120000;380;zero;60;50000;320;zero;60;150000;360;3110;48;40000;270;3110;48;120000;320;3110;60;50000;260;3110;60;150000;310;Vernice Metallizzata Grey Matter;Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 125CV Titanium X;2021;1280 Kg;480 Kg;Manufacturer Vehicle;99 G/Km;Front;5.6 Litri Per 100km;5-Door;5;MAN6;92 KW;125 CV;12;Sport Utility Vehicle;215/50 C18 92H;215/50 C18 92H;no;si;no;-;-;13/01/2021;67844;https://auto.nextlane.com/public/player/f23f0fbab13bd37b460662c87b7944bd4c7db39ca6e046e8c5cdcaa9921aa0a013eb53874957269f0290cdf3de794d162f5b716d1c24ebe42496a1247b9164f3;https://s3.stampyt.io/prod/customer/media/603bf672-74a1-4c11-8567-835afa86625a/a5fe906f-02fa-4560-acd9-0d48e7a71b41.jpg
Auto;40269528;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 155CV ST-L. Vig. Aut Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;25225;zero;48;40000;380;zero;48;120000;450;zero;60;50000;370;zero;60;150000;430;3780;48;40000;300;3780;48;120000;370;3780;60;50000;310;3780;60;150000;360;"Cerchi In Lega Da 19"", Co-Pilot Pack, Power Liftgate, Tetto Panoramico Apribile, Vernice Metallizzata Agate Black, Winter Pack";Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 155CV ST-L. Vig. Aut;2021;1280 Kg;480 Kg;Manufacturer Vehicle;106 G/Km;Front;4.4 Litri Per 100km;5-Door;5;AUT7;114 KW;155 CV;12;Sport Utility Vehicle;215/50 C18 92H;215/50 C18 92H;no;si;no;-;-;28/01/2022;44482;https://auto.nextlane.com/public/player/f69bbc52b3229c3e2a4ac6ec1b09360ce86935cdc06c7e1c5d589f1358b4f696661105630654cd1fa1f25628f6648171e17db083b5b9ed123437bdd93a45452a;https://s3.stampyt.io/prod/customer/media/2eef1758-462e-49ad-b3a6-79741e501d54/ef2dfe55-0229-461a-95cc-920af265dbb1.jpg
Auto;40270851;FORD;PUMA;FORD PUMA 1.0 Ecoboost Hybrid 155CV ST-L. Vig. Aut Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;25225;zero;48;40000;410;zero;48;120000;470;zero;60;50000;390;zero;60;150000;440;3780;48;40000;330;3780;48;120000;390;3780;60;50000;330;3780;60;150000;380;"Cerchi In Lega Da 19"", Co-Pilot Pack, Tetto Panoramico Apribile, Vernice Metallizzata Agate Black";Unleaded - Electric;998 Cm3;998 L;1.0 Ecoboost Hybrid 155CV ST-L. Vig. Aut;2021;1280 Kg;480 Kg;Manufacturer Vehicle;106 G/Km;Front;4.4 Litri Per 100km;5-Door;5;AUT7;114 KW;155 CV;12;Sport Utility Vehicle;215/50 C18 92H;215/50 C18 92H;no;si;no;-;-;10/12/2021;17316;https://auto.nextlane.com/public/player/93ea9d9ccffa487e4fab791e399729b8299d75bd6d044f865768b036e699bb3442f0ddcaccded3b91bf5449333d3d7df305f1092b02abe04fdb6db3800b2a0e6;https://s3.stampyt.io/prod/customer/media/370e9777-0d89-4c8c-bbce-d49f7f12eada/b1909b13-ee93-40a2-a3bd-aeaaf3181fa4.jpg
Auto;-;FORD;TOURNEO CUSTOM;FORD TOURNEO CUSTOM 320L1H1 2.0 Eco 136cv Titanium MPV 4-Door (Euro 6E);R;-;44500;zero;48;40000;790;zero;48;120000;890;zero;60;50000;740;zero;60;150000;830;6680;48;40000;650;6680;48;120000;750;6680;60;50000;630;6680;60;150000;720;-;Diesel;1995 Cm3;1995 L;320L1H1 2.0 Eco 136cv Titanium;2025;2262 Kg;1038 Kg;Manufacturer Vehicle;0 G/Km;Front;0 Litri Per 100km;4-Door;8;MAN6;100 KW;136 CV;20;MPV;215/60 C17 109T;215/60 C17 109T;no;no;si;-;-;-;-;-;-
Auto;-;FORD;TRANSIT COURIER;FORD TRANSIT COURIER 1.0 Ecoboost 100cv Trend Vettura Furgonata 4-Door (Euro 6E);R;Van Small;19250;zero;48;40000;400;zero;48;120000;470;zero;60;50000;370;zero;60;150000;430;2890;48;40000;340;2890;48;120000;410;2890;60;50000;320;2890;60;150000;380;-;Diesel;999 Cm3;999 L;1.0 Ecoboost 100cv Trend;2025;1502 Kg;463 Kg;Manufacturer Vehicle;0 G/Km;Front;0 Litri Per 100km;4-Door;2;MAN6;74 KW;100 CV;12;Vettura Furgonata;195/65 C15 91H;195/65 C15 91H;no;no;si;-;-;-;-;-;-
Auto;-;FORD;TRANSIT CUSTOM;FORD TRANSIT CUSTOM 280L1H1 2.0 Eco 110cv Trend Furgone 4-Door (Euro 6E);S;Van Medium;33500;zero;48;40000;490;zero;48;120000;600;zero;60;50000;470;zero;60;150000;570;5020;48;40000;390;5020;48;120000;500;5020;60;50000;390;5020;60;150000;490;-;Diesel;1995 Cm3;1995 L;280L1H1 2.0 Eco 110cv Trend;2025;1854 Kg;971 Kg;Manufacturer Vehicle;0 G/Km;Front;6.9 Litri Per 100km;4-Door;3;MAN6;81 KW;110 CV;20;Furgone;215/65 C16 109T;215/65 C16 109T;no;no;si;-;-;-;-;-;-
Auto;-;FORD;TRANSIT;FORD TRANSIT JBO T/P 350 L4H3 Trend 2.0 HDT 165cv A10 Furgone 4-Door (Euro 6E);S;Van Medium;47850;zero;48;40000;650;zero;48;120000;790;zero;60;50000;630;zero;60;150000;760;7180;48;40000;500;7180;48;120000;640;7180;60;50000;510;7180;60;150000;640;-;Diesel;1997 Cm3;1997 L;JBO T/P 350 L4H3 Trend 2.0 HDT 165cv A10;2025;2469 Kg;1031 Kg;Manufacturer Vehicle;0 G/Km;Rear;0 Litri Per 100km;4-Door;3;AUT;121 KW;165 CV;20;Furgone;235/65 C16 H;235/65 C16 H;no;no;si;-;-;-;-;-;-
Auto;40284589;HYUNDAI;BAYON;HYUNDAI BAYON 1.0 T-GDI 48V 100cv Xclass DCT Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;20328;zero;48;40000;340;zero;48;120000;390;zero;60;50000;320;zero;60;150000;370;3050;48;40000;270;3050;48;120000;330;3050;60;50000;270;3050;60;150000;320;Safety & Tech Pack ( DCT ), Vernice Metallizzata;Unleaded - Electric;998 Cm3;998 L;1.0 T-GDI 48V 100cv Xclass DCT;2021;1220 Kg;460 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;5;AUT7;74 KW;100 CV;12;Sport Utility Vehicle;205/55 C17 91H;205/55 C17 91H;no;si;no;-;-;08/11/2021;17811;https://auto.nextlane.com/public/player/ec6e19aacc518ebd9510f9d39edaffa81aaaeb17549cecd5aa8ff1345054d689aef8090df88a9b22652c3429eb06ad41f95f9600c9f830e0e0fb3e3c9cff9bc6;https://s3.stampyt.io/prod/customer/media/f4ee690f-a1b1-4995-b110-d1285405b5ca/57c828c3-dd7e-451c-a053-64f937af7001.jpg
Auto;-;HYUNDAI;BAYON;HYUNDAI BAYON 1.2 MPI 79cv Xtech Sport Utility Vehicle 5-Door (Euro 6E);CSG;Small - Suv/Cross Over - Generic;16926;zero;48;40000;320;zero;48;120000;400;zero;60;50000;300;zero;60;150000;360;2540;48;40000;270;2540;48;120000;340;2540;60;50000;260;2540;60;150000;320;-;Petrol (unleaded);1197 Cm3;1197 L;1.2 MPI 79cv Xtech;2025;1120 Kg;460 Kg;Manufacturer Vehicle;0 G/Km;Front;5.6 Litri Per 100km;5-Door;5;MAN5;58 KW;79 CV;14;Sport Utility Vehicle;185/65 C15 88H;185/65 C15 88H;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_520_al.jpg
Auto;-;HYUNDAI;I10;HYUNDAI I10 1.0 MPI Connectline Hatchback 5-Door (Euro 6E);BBG;Mini - Hatchback/Sedan - Generic;14262;zero;48;40000;290;zero;48;120000;360;zero;60;50000;260;zero;60;150000;320;2140;48;40000;240;2140;48;120000;310;2140;60;50000;230;2140;60;150000;290;-;Petrol (unleaded);998 Cm3;998 L;1.0 MPI Connectline;2025;996 Kg;414 Kg;Manufacturer Vehicle;0 G/Km;Front;5.1 Litri Per 100km;5-Door;5;MAN5;46 KW;63 CV;12;Hatchback;185/55 C15 86H;185/55 C15 86H;no;no;si;-;-;-;-;-;https://s3.stampyt.io/prod/customer/media/a94e95d5-ba46-4259-a75b-5e9a5c5c8a01/5324f986-e808-4239-bd9e-d8ad8a5f59ee.jpg
Auto;40389730;HYUNDAI;I10;HYUNDAI I10 1.0 MPI Prime Hatchback 5-door (Euro 6D);BBG;Mini - Hatchback/Sedan - Generic;15041;zero;48;40000;350;zero;48;120000;410;zero;60;50000;330;zero;60;150000;380;2260;48;40000;310;2260;48;120000;370;2260;60;50000;290;2260;60;150000;340;Vernice Micalizzata;Petrol (unleaded);998 Cm3;998 L;1.0 MPI Prime;2023;996 Kg;414 Kg;Manufacturer Vehicle;101 G/Km;Front;5.3 Litri Per 100km;5-Door;5;MAN5;49 KW;67 CV;12;Hatchback;195/45 C16 84H;195/45 C16 84H;no;si;no;-;-;31/07/2023;11259;https://auto.nextlane.com/public/player/988a78b392047d3bf23bf551cc61957ee269e947be67b8994ba63b139285ee41b3bce5a1f91ddfe1a75a99005ef09556459f7bf4ebd3ff1afca2a23f9daf4a83;https://s3.stampyt.io/prod/customer/media/a94e95d5-ba46-4259-a75b-5e9a5c5c8a01/5324f986-e808-4239-bd9e-d8ad8a5f59ee.jpg
Auto;40385086;HYUNDAI;I10;HYUNDAI I10 1.0 MPI Tech Hatchback 5-door (Euro 6D);BBG;Mini - Hatchback/Sedan - Generic;12541;zero;48;40000;310;zero;48;120000;370;zero;60;50000;290;zero;60;150000;340;1880;48;40000;280;1880;48;120000;330;1880;60;50000;260;1880;60;150000;310;Connect Pack, Vernice Metallizzata;Petrol (unleaded);998 Cm3;998 L;1.0 MPI Tech;2022;996 Kg;414 Kg;Manufacturer Vehicle;101 G/Km;Front;5.3 Litri Per 100km;5-Door;5;MAN5;49 KW;67 CV;12;Hatchback;185/55 C15 86H;185/55 C15 86H;no;si;no;-;-;10/05/2023;43931;https://auto.nextlane.com/public/player/0c1f356bf8a30f9994d0079ad85de063c6e559bd4bc8753b92c0335db0e946b78c40f7856576abc2095923e22ffd31a5b0f3ce51d69d664283fe56e7640671f3;https://s3.stampyt.io/prod/customer/media/a4853827-8351-4357-9a75-34e122c9a993/79044f75-bcd1-4b86-bc62-7a3369906b77.jpg
Auto;-;HYUNDAI;I20;HYUNDAI I20 1.2 MPI 79cv Techline Hatchback 5-Door (Euro 6E);CBG;Small - Hatchback/Sedan - Generic;15738;zero;48;40000;320;zero;48;120000;400;zero;60;50000;300;zero;60;150000;360;2360;48;40000;280;2360;48;120000;350;2360;60;50000;260;2360;60;150000;320;-;Unleaded - Electric;1197 Cm3;1197 L;1.2 MPI 79cv Techline;2025;1088 Kg;472 Kg;Manufacturer Vehicle;0 G/Km;Front;5.3 Litri Per 100km;5-Door;5;MAN5;58 KW;79 CV;14;Hatchback;185/65 C15 88H;185/65 C15 88H;no;no;si;-;-;-;-;-;-
Auto;40293808;HYUNDAI;IONIQ 5;HYUNDAI IONIQ 5 EV 72.6 kWh AWD Evolution Sport utility vehicle 5-door;FSG;Middle - Suv/Cross Over - Generic;48770;zero;48;40000;440;zero;48;120000;520;zero;60;50000;440;zero;60;150000;500;7320;48;40000;290;7320;48;120000;360;7320;60;50000;320;7320;60;150000;380;Vernice Metallizzata;Electric;1 Cm3;1 L;EV 72.6 KWh AWD Evolution;2021;2095 Kg;445 Kg;Manufacturer Vehicle;0 G/Km;4WD;0 Litri Per 100km;5-Door;5;AUT;225 KW;306 CV;0;Sport Utility Vehicle;255/45 C20 105W;255/45 C20 105W;no;si;no;-;-;17/12/2021;44350;https://auto.nextlane.com/public/player/65624550b13d1fa64a6359606a3d9dfaab296b50ca03b398e39c52eb9d1f43cdff509655671de2322745bfe96c00cc36d4d2ad3800d2a41569150db921ffc2ec;https://s3.stampyt.io/prod/customer/media/98421421-bbd9-47df-929c-8d01b7752acf/9c497599-0377-4f38-b244-00bf7bd9b47b.jpg
Auto;40304781;HYUNDAI;KONA;HYUNDAI KONA 1.0 T-GDI 48V 120cv Xline Sport utility vehicle 5-door (Euro 6.2);CSG;Small - Suv/Cross Over - Generic;20123;zero;48;40000;360;zero;48;120000;420;zero;60;50000;340;zero;60;150000;390;3020;48;40000;300;3020;48;120000;360;3020;60;50000;290;3020;60;150000;340;Style Pack, Vernice Pastello;Unleaded - Electric;998 Cm3;998 L;1.0 T-GDI 48V 120cv Xline;2021;1340 Kg;455 Kg;Manufacturer Vehicle;0 G/Km;Front;6 Litri Per 100km;5-Door;5;MAN6;88 KW;120 CV;12;Sport Utility Vehicle;215/55 C17 H;215/55 C17 H;no;si;no;-;-;12/01/2022;40461;https://auto.nextlane.com/public/player/01f83f3a3c8c718ed435be3ca47bce0add32a6670edc3da62bd65dad3b4765626eb097a40615ae83ce7725fd67984b46b7a491a1c970759deb94f88f0c717313;https://s3.stampyt.io/prod/customer/media/7f0dd8e6-5230-47fd-bde2-9f44bedfa5b7/52cbc92b-157a-408f-a6fb-45949aac9ad3.jpg
Auto;40304901;HYUNDAI;TUCSON;HYUNDAI TUCSON 1.6 PHEV 4wd 265cv Xline Auto Sport utility vehicle 5-door (Euro 6.2);DSG;Compact - Suv/Cross Over - Generic;35820;zero;48;40000;450;zero;48;120000;530;zero;60;50000;450;zero;60;150000;510;5370;48;40000;340;5370;48;120000;410;5370;60;50000;360;5370;60;150000;420;Vernice Metallizzata;Unleaded - Electric;1598 Cm3;1598 L;1.6 PHEV 4wd 265cv Xline Auto;2021;1893 Kg;522 Kg;Manufacturer Vehicle;0 G/Km;4WD;1.3 Litri Per 100km;5-Door;5;AUT6;195 KW;265 CV;17;Sport Utility Vehicle;235/50 C19 103V;235/50 C19 103V;no;si;no;-;-;25/01/2022;54713;https://auto.nextlane.com/public/player/2bea2ee52f1a9e2595b8b1fb450ad4ab3f48efe55b13a8bc136c86baeaceeab3e674924b425b95f1b0988b6c31295367cb565a8723a4bf9a1879ab42fac846b2;https://s3.stampyt.io/prod/customer/media/4fd79469-f212-4fce-9806-f3b862366202/ff663c34-e7e4-41c8-846b-7dfd4dae4598.jpg
Auto;40308525;HYUNDAI;TUCSON;HYUNDAI TUCSON 1.6 T-GDI MHEV 2wd 150cv Xline DCT Sport utility vehicle 5-door (Euro 6.2);DSG;Compact - Suv/Cross Over - Generic;27049;zero;48;40000;400;zero;48;120000;470;zero;60;50000;390;zero;60;150000;450;4060;48;40000;310;4060;48;120000;380;4060;60;50000;320;4060;60;150000;380;Vernice Metallizzata;Unleaded - Electric;1598 Cm3;1598 L;1.6 T-GDI MHEV 2wd 150cv Xline DCT;2022;1566 Kg;534 Kg;Manufacturer Vehicle;125 G/Km;Front;6.5 Litri Per 100km;5-Door;5;AUT7;110 KW;150 CV;17;Sport Utility Vehicle;235/55 C18 104V;235/55 C18 104V;no;si;no;-;-;16/02/2022;44871;https://auto.nextlane.com/public/player/c892bca8cafc830bfc056e5f39f6a5313259f1fdc5caf3b658af36a475c409a27a3ba17f0850c2e245a118d4afbec5e7fc5fb2071b8f3f62f280008c58f4c065;https://s3.stampyt.io/prod/customer/media/8dcfc78d-5914-4817-a8ef-66f74e791fa8/7201e41c-0447-47f3-be5f-2b5210770edd.jpg
Auto;-;HYUNDAI;TUCSON;HYUNDAI TUCSON 1.6 T-GDI MHEV 2wd 150cv Xtech IMT Sport Utility Vehicle 5-Door (Euro 6E);DSG;-;26639;zero;48;40000;470;zero;48;120000;570;zero;60;50000;440;zero;60;150000;520;4000;48;40000;390;4000;48;120000;490;4000;60;50000;370;4000;60;150000;460;-;Diesel - Electric;1598 Cm3;1598 L;1.6 T-GDI MHEV 2wd 150cv Xtech IMT;2024;1553 Kg;542 Kg;Manufacturer Vehicle;0 G/Km;Front;6.5 Litri Per 100km;5-Door;5;MAN6;118 KW;160 CV;17;Sport Utility Vehicle;215/65 C17 103V;215/65 C17 103V;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_265_al.jpg
Auto;40250450;JAGUAR;E-PACE;JAGUAR E-PACE 2.0D I4 110KW AUTO 4WD Sport utility vehicle 5-door (Euro 6.2);DSP;Compact - Suv/Cross Over - Premium;34861;zero;48;40000;540;zero;48;120000;610;zero;60;50000;470;zero;60;150000;540;5230;48;40000;430;5230;48;120000;500;5230;60;50000;380;5230;60;150000;460;"Apertura Portellone Posteriore Elettrica (Apertura /Chiusura), Cerchi In Lega Da 18"" A 5 Razze ""Style 5048"", Connect Pro Pack, Fari Automatici Con Abbaglianti Assistiti, Fari Con Caratteristiche Luci A LED, InControl Touch Pro Navigation, Rivestimento Padiglione Ebony In Tessuto Morzine, Traffic Sign Recognition - Limitatore Di Velocità Intelligente, Vernice Metallizzata, Vetri Oscurati";Diesel;1999 Cm3;1999 L;2.0D I4 110KW AUTO 4WD;2020;1843 Kg;557 Kg;Manufacturer Vehicle;158 G/Km;4WD;6 Litri Per 100km;5-Door;5;AUT9;110 KW;150 CV;20;Sport Utility Vehicle;225/65 C17 106V;225/65 C17 106V;no;si;no;-;-;15/02/2021;68848;https://auto.nextlane.com/public/player/3f219c1eaa1c06c25b6630a2b42c6feec0508c3adb82b43a93268c6fc90b10fffd93da1d68036c7607421607b13b8d1bb434455a786051bef1ab4b3030648ea8;https://s3.stampyt.io/prod/customer/media/f1e9a3de-d63f-4b71-b6a7-91aab8609310/355651bf-469f-4931-9575-e6349eac544d.jpg
Auto;40413343;JEEP;AVENGER;JEEP AVENGER 1.2 MHEV e-Hybrid Turbo Altitude Sport utility vehicle 5-door (Euro 6D);CSP;Small - Suv/Cross Over - Premium;22172;zero;48;40000;480;zero;48;120000;560;zero;60;50000;440;zero;60;150000;510;3330;48;40000;410;3330;48;120000;490;3330;60;50000;390;3330;60;150000;460;Vernice Metallizzata Granite;Unleaded - Electric;1199 Cm3;1199 L;1.2 MHEV E-Hybrid Turbo Altitude;2024;1288 Kg;-1287 Kg;Manufacturer Vehicle;0 G/Km;Front;5 Litri Per 100km;5-Door;5;AUT6;74 KW;100 CV;14;Sport Utility Vehicle;215/60 C17 100V;215/60 C17 100V;no;si;no;-;-;07/06/2024;10973;https://auto.nextlane.com/public/player/feaabec795793981ce692b543504cb360bdbc63adbf00fad9199d9b5d29eb9b2087413b03cc28241a2cc83fd9ef2e7803393ebef4e37a9bd33f4febd5c8b506f;https://s3.stampyt.io/prod/customer/media/39c1edbf-7396-4ecd-859d-55a747ac6361/eb0e241b-af2d-4e4b-9571-fba6e3044864.jpg
Auto;-;JEEP;AVENGER;JEEP AVENGER 1.2 Turbo Longitude Sport Utility Vehicle 5-Door (Euro 6E);CSP;-;19508;zero;48;40000;380;zero;48;120000;470;zero;60;50000;360;zero;60;150000;430;2930;48;40000;320;2930;48;120000;410;2930;60;50000;310;2930;60;150000;380;-;Petrol (unleaded);1199 Cm3;1199 L;1.2 Turbo Longitude;2025;1180 Kg;-1179 Kg;Manufacturer Vehicle;0 G/Km;Front;5.7 Litri Per 100km;5-Door;5;MAN6;74 KW;100 CV;14;Sport Utility Vehicle;215/65 C16 98H;215/65 C16 98H;no;no;si;-;-;-;-;-;https://www.nolecar.com/immaginiutente/automobili//700/700_M_678_al.png
Auto;-;JEEP;COMPASS;JEEP COMPASS 1.5 Turbo MHEV T4 96kW Altitude DDCT Sport Utility Vehicle 5-Door (Euro 6E);DSP;-;30852;zero;48;40000;500;zero;48;120000;610;zero;60;50000;480;zero;60;150000;560;4630;48;40000;410;4630;48;120000;510;4630;60;50000;400;4630;60;150000;490;-;Unleaded - Electric;1469 Cm3;1469 L;1.5 Turbo MHEV T4 96kW Altitude DDCT;2025;1575 Kg;470 Kg;Manufacturer Vehicle;0 G/Km;Front;5.6 Litri Per 100km;5-Door;5;AUT7;96 KW;130 CV;16;Sport Utility Vehicle;235/60 A17 102H;235/60 A17 102H;no;no;si;-;-;-;-;-;https://s3.stampyt.io/prod/customer/media/39c2ba19-6efd-474e-aed4-d672db6111ff/93cf44fa-a0d0-4d89-b7e4-e89f3594ebc9.jpg
Auto;40240886;JEEP;COMPASS;JEEP COMPASS 2.0 MJet II 103kW Limited 4WD auto Sport utility vehicle 5-door (Euro 6.2);DSP;Compact - Suv/Cross Over - Premium;31385;zero;48;40000;470;zero;48;120000;520;zero;60;50000;410;zero;60;150000;460;4710;48;40000;380;4710;48;120000;420;4710;60;50000;330;4710;60;150000;390;RUOTA DI SCORTA FULL SIZE AD USO TEMPORANEO, SMOKERS GROUP, Vernice Metallizzata Granite Crystal (Disponibile Solo Da Stock);Diesel;1956 Cm3;1956 L;2.0 MJet II 103kW Limited 4WD Auto;2020;1615 Kg;517 Kg;Manufacturer Vehicle;157 G/Km;4WD;6.2 Litri Per 100km;5-Door;5;AUT9;103 KW;140 CV;20;Sport Utility Vehicle;225/55 C18 98H;225/55 C18 98H;no;si;no;-;-;28/10/2020;35048;https://auto.nextlane.com/public/player/51c30a1f5ce619da8050d1c007b7d58529e2541c329a235df27d6d8555396d7c6268128cfe17c8039c87582bc525017b01651c8fe1c219284f4b63a8004627a2;https://s3.stampyt.io/prod/customer/media/39c2ba19-6efd-474e-aed4-d672db6111ff/93cf44fa-a0d0-4d89-b7e4-e89f3594ebc9.jpg
